resource,noun,verb,condition,sequence,talker,refNoun,refVerb,refCond,en,he,comments
76,2,1,0,1,99,31,32,31,"The large, gnarled oak seems to draw your attention.",האלון העתיק והמסוקס מושך את תשומת ליבך.,
76,2,2,0,1,99,31,32,31,"You'd better alder your strategy -- the trees mostly just beech about their more poplar neighbors, or pine fir the fjords.  Oak-ay?","מוטב שתמשיך עם האסטרטגיה שלך -- עצי האשור בעיקר מתנשאים על שכניהם הצפצפיים יותר, או על אורן הפיורדים. עץ-לחת להבין?","צריך לתרגם - מוטב שתמשיך עם האסטרטגיה שלך – עצי האשור בעיקר מתנשאים על שכניהם הצפצפיים יותר, או על אורן הפיורדים (???) עץ-לחת להבין?"
76,3,4,0,1,99,31,222,114,The ancient bark crumbles beneath your fingers where thousands of tiny forest denizens have chewed their way towards the heart of this tree.,הקליפה העתיקה מתפוררת תחת אצבעותיך במקום שבו אלפי שוכני יער כרסמו את דרכם לעבר ליבת העץ.,
76,3,1,0,1,99,127,32,127,"In decay, this ancient tree lies as a bleak reminder that you really shouldn't have missed that last dentist appointment.","ברקבונו ובניוונו, העץ העתיק משמש כתזכורת כואבת ועגמומית לכך שלא היית צריך לפספס את התור האחרון אצל רופא השיניים.",
76,3,2,0,1,99,127,32,127,The old log is too broken up to talk to you.,בול העץ העתיק אינו מסוגל לדבר מרוב שהוא שבור ורצוץ.,
76,4,1,0,1,99,127,32,127,Most of the bushes around here seem to be bramble and are very thorny.,רוב השיחים בסביבה קוצניים ודוקרניים.,
76,5,0,3,1,42,127,32,127,"""You did WHAT???""","""אתה עשית מה???""",
76,5,16,4,1,99,127,32,127,She's beyond your reach.,היא מחוץ להישג ידך.,
76,5,4,2,1,99,127,32,127,She's rooted to the ground.,היא נטועה בקרקע.,
76,5,4,4,1,99,127,32,127,The Dryad is not in at the moment.  Please leaf a message with your species name and branch.,הדריאדה אינה נמצאת כרגע. אנא עלעל הודעה עם שם המין והזן.,
76,5,4,5,1,99,127,32,127,The stag remains out of your reach.,הצבי נותר רחוק מהישג ידך.,
76,5,1,0,1,99,127,32,127,Does a Dryad bark?,האם דריאדה צומחת?,
76,5,1,0,2,99,127,186,127,"No, but she's a real birch.","לא, אבל היא פרח אמיתי.",
76,5,1,0,3,99,112,98,112,Don't make an ash of yourself.,אתה ממש שרוף על עצמך.,
76,5,1,2,1,99,31,76,31,The Dryad appears to be a woman made of wood and leaves.,הדריאדה נראית כאישה העשויה עץ ועלים.,
76,6,4,0,1,99,31,32,31,The hills are far too far to finger.,הגבעות רחוקות מדי מכדי שתוכל למשש אותן.,
76,6,1,0,1,99,31,32,31,Majestic mountains rising in the north are silhouetted against the crystal blue sky.,"הרים נשגבים מתנשאים בצפון, צלליותיהם משתקפות בשמי הבדולח הצלולים כיין.",
76,7,0,6,1,99,31,32,31,You see an acorn fall slowly to the ground.,אתה רואה בלוט נושר באיטיות על פני הקרקע.,
76,7,0,7,1,42,127,32,127,"""Then you shall aid me, and I shall aid you in your quest.""","""והיה אם תסייע לי, אף אני אעזור לך במסעך.""",
76,7,0,7,2,42,127,32,127,"""Bring me a seed from the Spore Spitting Spirea of the North that I may plant it elsewhere in order to preserve these rare and magical plants.""","""הבא בפניי זרעון של ספיראה יורקת נבטים מהצפון למען אשר אוכל לזורעו במקום אחר ולשמר את אותם צמחים קסומים נדירים.""",
76,7,0,7,3,42,127,32,127,"""Thus will you become a true friend of the forest.""","""בכך תהפוך לידיד אמת של היער.""",
76,7,0,8,1,99,127,32,127,You pick up the Dryad's gift of a Magic Acorn.,אתה מרים את הבלוט הקסום מתנת הדריאדה.,
76,7,0,9,1,99,127,32,127,You drop the seed into the Dryad's limbs.,אתה זורק את הזרעון על גפיה של הדריאדה.,
76,7,0,10,1,42,127,32,127,"""Until you have done so, you are only intruding on my concentration.""","""עדי תעשה כאשר שאלתי מעמך, הינך אך מפריע את מנוחתי.""",
76,7,0,11,1,99,127,32,127,That acorn tasted awfully bitter... just like an ordinary acorn.,טעמו של הבלוט מריר ביותר... בדיוק כמו כל בלוט באשר הוא.,
76,7,0,12,1,99,127,32,127,You find an ordinary acorn on the ground.,אתה מוצא בלוט רגיל על הקרקע.,
76,7,0,12,2,42,127,32,127,"""You dare to harm the Dryad of this forest!  You must be made less dangerous.""","הכיצד תעז להרע לדריאדת היער! עליך לנהוג בעדינות יתרה.""",
76,7,0,13,1,42,127,186,127,"""Heed now my words, friend of the forest, and heed them well.""","""האזינה לדברי, ידיד היער, ושמע נא אמרי פי.""",
76,7,0,13,2,42,112,115,112,"""Friend, you must know that there is an evil in this valley which perverts the ways of nature.  The prophecy says that a hero will bring a young human from out this darkness.""","""חבר, ידוע תדע כי ישנו רשע אשר שוכן ביער ומעוות את דרכי הטבע. הנבואה אומרת כי גיבור יבוא ויושיע איש צעיר מציפורני האפילה.""",
76,7,0,13,3,42,31,80,31,"""If you are the one to accomplish this task, there is a potion to break enchantments which you must have the Healer make.""","""אם אתה האיש שנועדת למשימה, קיים שיקוי המסוגל לשבור את הכישוף שאותו המרפאה תשמח לרקוח למענך.""",
76,7,0,13,4,42,31,84,31,"""You must gather these ingredients:""","""עליך ללקט את הרכיבים הבאים:""",
76,7,0,13,5,42,31,32,31,"""Flowers from Erana's Peace,""","""פרחים ממנוחת אראנה,""",
76,7,0,13,6,42,31,32,31,"""Green Fur,""","""פרווה ירוקה,""",
76,7,0,13,7,42,112,83,126,"""Fairy Dust,""","""אבק פיות,""",
76,7,0,13,8,42,112,110,112,"""a Magic Acorn,""","""בלוט קסום,""",
76,7,0,13,9,42,31,49,31,"""and Flying Water.""","""ומים מעופפים.""",
76,7,0,13,10,42,127,32,127,"""Farewell, friend.  I must return to my concentration.  May the forest forever surround you.""","""שא ברכה, חבר. עלי לשוב להתרכזותי. מי יתן והיער יחבק אותך לנצח.""",
76,7,0,14,1,99,127,32,127,You follow the stag into this forest corner.  You feel as though the eyes of the forest are watching you.,אתה רודף אחר הצבי עד לפינת יער נידחת. אתה מרגיש כאילו ליער יש עיניים שצופות בך.,
76,7,0,15,1,99,127,32,127,What a beautiful animal!,איזו חיה יפייפיה!,
76,7,0,16,1,42,127,32,127,"""You need to become a friend of the forest.  Harm not the gentle creatures or plants. See with all your senses the magic of the trees and wild places.""","""צור קשרי חברות עם היער. בל תפגע בעדינים שביצורים או בצמחים. ראה בכל חושיך את קסם העצים ואזורי הפרא.""",
76,7,0,16,2,42,127,32,127,"""Wander and learn.  Then you too will be in harmony with the forest.""","""צא ולמד. או אז תחיה בהרמוניה עם היער.""",
76,7,0,17,1,42,127,32,127,"""Give the seed to me.""","""הבה לי את הזרעון.""",
76,7,0,18,1,42,19,32,127,"""Now this will boldly grow where none has grown before!""","""עתה יצמח הוא בעוז במקום שדבר לא גדל לפניו!""",
76,7,0,19,1,42,48,32,48,"""You have destroyed the plant that was to be preserved!""","""הרסת את הצמח אשר נועד להשתמר!""",
76,7,0,19,2,42,48,32,48,"""As you have destroyed, so shall you now become!""","""כאשר הרסת, ככה ייעשה לך!""",
76,7,0,20,1,42,48,32,48,"""You have attempted to harm a free creature of the forest!""","""ניסית להרע ליצור יער בן חורין!""",
76,7,0,20,2,42,48,32,48,"""You shall now become a part of the forest!""","""מעתה תהפוך להיות חלק מהיער!""",
76,7,0,21,1,42,48,32,48,"""You have misused your skills, oh Magician!  You have used the Flame Dart on my forest.""","""ניצלת לרעה את כישוריך, הו קוסם! ירית את חץ הלהבה על יערותי.""",
76,7,0,21,2,42,48,32,48,"""You must be made less dangerous.""","""עליך לנהוג בזהירות יתרה.""",
76,7,0,22,1,99,48,32,48,You are forced to confess that you lied to the Dryad.  You don't have the magic seed.,נאלצת להתוודות כי שיקרת לדריאדה. אין לך את זרע הקסם.,
76,7,0,22,2,42,48,32,48,"""It's not nice to fool Mother Nature.""","""לא יפה להתל באמא טבע.""",
76,7,0,23,1,99,48,32,48,Yes,כן,
76,7,0,23,2,99,48,90,0,No,לא,
76,7,0,24,1,99,48,32,48,"You tell the Dryad:  ""No amount of persuasion could convince the flowers to relinquish their seed easily, so I was forced to hack my way to the seed with my weapon.""","אתה אומר לדריאדה:
""שום שידול שבעולם לא הצליח לשכנע את הפרחים לוותר על זרעיהם, אז נאלצתי לפלס את דרכי אל הזרע בכוח הנשק.""",
76,7,0,25,1,99,48,32,48,You pick it up and eat it.,אתה מרים אותו ואוכל אותו.,
76,7,0,26,1,99,48,32,48,The acorn appears too ordinary.  You drop it back on the ground.,הבלוט נראה שגרתי מדי. אתה שומט אותו על הקרקע.,
76,7,0,27,1,42,48,32,48,"""I detect that you have in your possession such a seed.  Are you willing to give me the seed?""","""זיהיתי כי יש ברשותך זרע שכזה. התואיל בטובך לתת לי אותו?""",
76,7,0,28,1,99,48,178,19,"""Have you brought the seed I requested?""","""היש באמתחתך את הזרע אשר ביקשתי?""",
76,7,0,29,1,99,127,32,48,"""Well, Hero-to-be!  Are you yet a friend of the woods?""","""ובכן, גיבור לעתיד! העודך חבר היערות?""",
76,7,0,30,1,99,48,32,48,"The tree-woman speaks:  ""I am the Dryad, keeper of the woods.  Are you one with the woods?""","ותדבר אשת העץ לאמר: ""אני היא הדריאדה, שומרת היערות. האם נפשך נקשרה בנפש היער?""",
76,7,0,31,1,99,48,32,48,"Again, you feel a sense of closeness with nature.","שוב, אתה חש קרבה אל הטבע.",
76,7,0,32,1,99,48,32,48,You sleep comfortably and well in this quiet and protected corner of the woods.,אתה יודע שתישן שנת ישרים בפינת יער שקטה ומוגנת זו.,
76,7,0,33,1,99,48,32,48,The stag is startled by your action.,הצבי מבוהל מהפעילות שלך.,
76,7,0,34,1,99,48,32,48,"You watch the stag, fascinated with his grace and beauty.  There is something special about this place.","אתה צופה בצבי, מוקסם מחינו ויופיו. יש משהו מיוחד במקום הזה.",
76,7,50,0,1,99,48,32,48,The oak tree radiates magic.,עץ האלון מקרין קסם.,
76,7,50,35,1,99,48,32,48,The Dryad radiates magic.,הדריאדה מקרינה קסם.,
76,7,4,0,1,99,48,32,48,You can feel a gentle breeze wafting its way between the woods.  The scent of fresh flowers and green growing things fills you with a sense of peace.,אתה חש במשב רוח קל נישא בינות לעצים. ניחוחם העז והמשכר של פרחים רעננים ומעטה צמחיה ירוק ממלא אותך בתחושת שלווה.,
76,7,1,0,1,99,48,32,48,You are in a strange and beautiful part of the forest.  There is something special about this place.,אתה מוצא את עצמך באזור משונה אך מקסים של היער. יש משהו מיוחד במקום הזה.,
76,7,1,0,2,99,48,32,48,The forest becomes so lush and thick that it is difficult to see far.,היער נעשה כה שופע ועשיר למערב שקשה מאוד לראות למרחוק.,
76,7,1,0,3,99,48,32,48,The brush and undergrowth has formed an impassable thicket to the south.,השיחים ומעבה הקוצים יצרו סבך בלתי עביר לכיוון דרום.,
76,7,1,0,4,99,48,32,48,"You see thick brush, rocks, and heavy woods to the north.","אתה רואה שיחים בשרניים, סלעים, ויער עבות לכיוון צפון.",
76,7,1,0,5,99,48,32,48,You sense a certain magic about the huge oak tree that dominates the clearing.,אתה חש בקסם ממשי הבוקע מעץ האלון העצום ומקרין על קרחת היער.,
76,7,51,0,1,99,48,32,48,"That was interesting, but there's nothing here to open.","זה היה מעניין, אבל אין כאן מה לפתוח.",
76,7,52,36,1,99,127,32,127,You just can't sleep during the daytime.,אתה לא יכול סתם לנמנם בשעות היום.,
76,8,4,0,1,99,127,32,127,The rocks are much to heavy to move.,הסלעים לא ניתנים להזזה מרוב כובדם.,
76,8,1,0,1,99,127,32,127,The rocks to the north look steep.  There is a rock wall northeast of the large oak tree.,הסלעים בצפון נראים תלולים. קיר סלע מתנשא מצפון מזרח לעץ האלון.,
76,8,2,0,1,99,127,32,127,Don't be ridiculous; you can't talk to a rock.  Try the trees instead.,אל תהיה מגוחך; אתה לא יכול לדבר אל הסלע. נסה לדבר עם העצים במקום.,
76,9,0,0,1,99,127,32,127,The stag looks more surprised than hurt.,הצבי נראה יותר מופתע מאשר פצוע.,
76,9,4,0,1,99,127,32,127,He's beyond your reach.,הוא בלתי ניתן להשגה.,
76,9,1,0,1,99,127,32,127,The majestic white stag is an outstanding example of the beauty of the animal kingdom.,הצבי הלבן המלכותי הוא דוגמה יוצאת מן הכלל ליופי של ממלכת החיות.,
77,1,50,0,1,99,105,110,103,"You detect a strange, magical aura in this place.",אתה מזהה במקום הילה קסומה ולא מוכרת.,
77,1,78,0,1,99,104,114,111,Your spell had no effect.,ללחש שלך אין כל השפעה.,
77,2,1,0,1,99,122,1,0,Bushes solidly block your way south -- no shortcuts here.,שיחים חוסמים בהרמטיות את המעבר דרומה -- אין קיצורי דרך.,
77,3,1,0,1,99,50,15,85,You seem to have startled the white stag.,נראה שהפחדת כהוגן את הצבי הלבן.,
77,3,1,1,1,99,0,4,0,The beautiful white stag is foraging for food.,הצבי הלבן הנאה תר אחרי מזון.,
77,3,1,2,1,99,0,72,50,The white stag takes a mighty leap.,הצבי הלבן מנתר בזינוק אדיר.,
77,3,81,0,1,99,0,78,50,The stag looks more surprised than hurt.,הצבי נראה יותר מופתע מאשר פצוע.,
78,1,1,0,1,99,11,196,94,You seem to have caused an Antwerp POPulation EXPLOSION!,נראה שגרמת לפיצוץ אוכלוסין בקרב האנטוורפים!,
78,1,4,0,1,99,139,86,254,"The bouncing baby Antwerps are all so cute, you can't bring yourself to interfere with their playing. ","גורי האנטוורפים הקופצניים כל כך חמודים, אינך מסוגל להפריע להם באמצע המשחק.",
78,1,12,0,1,99,139,236,129,"The bouncing baby Antwerps are all so cute, you can't bring yourself to interfere with their playing. ","גורי האנטוורפים הקופצניים כל כך חמודים, אינך מסוגל להפריע להם באמצע המשחק.",
78,1,16,0,1,99,8,139,86,"The bouncing baby Antwerps are all so cute, you can't bring yourself to interfere with their playing. ","גורי האנטוורפים הקופצניים כל כך חמודים, אינך מסוגל להפריע להם באמצע המשחק.",
78,1,20,0,1,99,254,254,196,"The bouncing baby Antwerps are all so cute, you can't bring yourself to interfere with their playing. ","גורי האנטוורפים הקופצניים כל כך חמודים, אינך מסוגל להפריע להם באמצע המשחק.",
78,1,78,0,1,99,128,61,47,"The bouncing baby Antwerps are all so cute, you can't bring yourself to interfere with their playing. ","גורי האנטוורפים הקופצניים כל כך חמודים, אינך מסוגל להפריע להם באמצע המשחק.",
78,1,81,0,1,99,38,128,61,"The bouncing baby Antwerps are all so cute, you can't bring yourself to interfere with their playing. ","גורי האנטוורפים הקופצניים כל כך חמודים, אינך מסוגל להפריע להם באמצע המשחק.",
78,2,1,0,1,99,140,134,254,"Looking up, you can see a small, blue dot in the sky, getting bigger... and bigger... and BIGGER! ","אתה מביט מעלה, ורואה נקודה כחולה קטנה בשמים, שגדלה... וגדלה... וגדלה!",
78,2,12,0,1,99,255,118,10,Too late!,מאוחר מדי!,
78,2,70,0,1,99,24,131,196,There's no time for that!,אין זמן לזה!,
78,3,50,0,1,99,254,254,128,"You detect a strange, magical aura in this place.",אתה מזהה במקום הילה קסומה ולא מוכרת.,
78,3,78,0,1,99,126,6,0,Your spell had no effect.,ללחש שלך אין כל השפעה.,
78,4,1,0,1,99,142,135,22,You seem to have startled the white stag.,נראה שהפחדת כהוגן את הצבי הלבן.,
78,4,1,1,1,99,134,178,253,The beautiful white stag is foraging for food.,הצבי הלבן הנאה תר אחרי מזון.,
78,4,1,2,1,99,141,134,180,The white stag takes a mighty leap.,הצבי הלבן מנתר בזינוק אדיר.,
78,4,81,0,1,99,22,80,255,The stag looks more surprised than hurt.,הצבי נראה יותר מופתע מאשר פצוע.,
79,1,1,0,1,99,63,46,252,Thick thorn bushes seal off the way south.,סבך שיחים קוצניים חוסם את הדרך דרומה.,
8,1,0,0,1,99,252,46,4,You're too impatient to rest right now.,אתה יותר מדי קצר רוח מכדי לנוח עכשיו.,
8,1,0,0,2,99,49,240,39,"After %d minutes rest, you feel better.  ","לאחר %d דקות מנוחה, אתה מרגיש יותר טוב.",
80,1,1,0,1,99,97,108,108,"This man looks very tough.  From his clothing, you guess him to be a member of the Thieves' Guild.","האיש נראה חזק מאוד. על פי מלבושיו, אתה מניח כי הוא חבר בגילדת הגנבים.",
80,2,1,0,1,99,46,32,0,"Like a floral alliance of the Mason-Dixon and Maginot lines, a row of bushes prevent you from moving south. ","כמו ברית פרחונית של הקו הירוק והקו הסגול, שורה של שיחים חוסמים בפניך את התנועה דרומה.",
804,1,1,0,1,99,139,119,2,"Pine needles, small moss-covered rocks, and early spring grasses cover the forest floor. ","מחטי אורן, סלעים מכוסים אזוב, ודשא אביבי מוקדם מצפים את אדמת היער.",
804,1,1,1,1,99,209,225,3,The clearing in which you stand is grassy and littered with blown pine needles and small mossy rocks.,קרחת היער שעליה אתה ניצב מכוסה בעשב ומנוקדת בנשורת של מחטי אורן ובאבנים קטנים מלאי טחב.,
804,2,0,2,1,99,4,137,70,Nothing happens.,שום דבר לא קורה.,
804,2,0,3,1,99,116,30,139,Hey!  This is a CLEAN game.  Don't be a litterbug!,היי! זה משחק נקי. אל תטנף!,
804,2,0,4,1,99,141,70,246,You'd better not drop that if you ever want to become a hero.,כדאי לך לא לזרוק את זה אם יש ברצונך להפוך אי פעם לגיבור.,
804,2,1,0,1,99,4,86,87,The late frosts of winter give way to to the greenery of spring. There is the crisp smell of cedar in the air. This forest seems to be unusually still and quiet.,קרת החורף מפנה את דרכה ללבלוב האביב. ריח מתוק של ארז נישא באוויר. היער נראה שקט ושליו באופן יוצא דופן.,
804,2,1,1,1,99,95,94,131,"You are in a clearing at the edge of the forest.  You are faced with impassably steep, rocky escarpments on two sides.",אתה בקרחת יער שבקצה החורשה. משני צדדיך ניצבים מדרונות אבן תלולים ובלתי עבירים.,
804,2,48,0,1,99,94,95,139,"The forest smells alive with spring, but beware!  You, too, could be part of the food chain. ","היער כולו פורח ושופע בעונת האביב, אך היזהר! אתה, גם, עלול להפוך לחלק משרשרת המזון.",
804,2,58,0,1,99,236,131,236,"Although that spell is not useful here, you at least had a chance to practice it.","למרות שהקסם אינו שימושי כאן, לפחות היתה לך הזדמנות להתאמן עליו.",
804,2,58,0,2,99,228,139,240,You don't see anything closed around here.,אתה לא רואה שום דבר סגור בסביבה.,
804,2,58,0,3,99,37,141,68,You sense no magic here.,אינך חש כאן בכל קסם.,
804,2,58,0,4,99,226,2,11,"Although that spell is not useful here, you at least had a chance to practice it.","למרות שהקסם אינו שימושי כאן, לפחות היתה לך הזדמנות להתאמן עליו.",
804,2,58,0,5,99,68,1,80,Your weapon is now magically charged.,הנשק כרגע טעון בכוח קסם.,
804,2,58,0,6,99,141,68,1,You don't seem to have a weapon to charge.,לא נראה שיש לך נשק להטעין.,
804,2,58,0,7,99,232,195,2,"Good practice, but there's nothing worth Fetching here.","יופי של תרגול, אבל באמת שאין כאן שום דבר ששווה תפיסה.",
804,3,0,5,1,99,141,68,1,The rocks don't want that.,הסלעים אינם רוצים את זה.,
804,3,1,6,1,99,232,175,2,"Mt. Everest, circa 8 zillion BC.  (It gets bigger). ","הר האוורסט, בסביבות 8 זיליון לפני הספירה. (הוא הולך וגדל).",
804,3,1,7,1,99,128,62,237,Boulder Colorado.  Or Dam.,אבן ירושלמית. או סכר.,
804,3,1,8,1,99,235,2,43,Gibraltar they ain't.,גיברלטר הם לא.,
804,3,1,9,1,99,37,235,3,"There are gallons of rocks here (more than quartz, eh?) ","יש כאן גלונים של סלעים (יותר מאשר בלונים, אה?)",צריך לתרגם - לא מבין את ההקשר
804,3,1,10,1,99,86,87,232,Oliver Stone.,גאולה אבן.,
804,3,1,11,1,99,4,0,141,Those rocks look solid enough to be taken for granite.,האבנים האלה נראות מוצקות מספיק כדי שיחשבו שהן גרניט.,תרגמתי - לוודא שבסדר
804,3,1,12,1,99,62,146,37,You don't WANT to see the kidneys these stones came out of.,לא היית רוצה לראות את הכליות שמהן יצאו האבנים האלו!,
804,3,1,13,1,99,250,0,116,"Stone-age basketballs, perhaps. ","כדורי-סל מתקופת האבן, אולי.",
804,3,1,14,1,99,131,199,8,Rock Hudson.,רותם סלע.,
804,3,1,15,1,99,139,4,139,Those aren't the marbles you lost.,לא כדאי לאכול חצץ.,
804,3,1,16,1,99,43,192,137,Pebble Beach.,חוף הטוף.,
804,3,1,17,1,99,95,139,229,Roc's eggs?  Or rock eggs?,ביצי צוק? או ביצי שוק?,
804,3,1,18,1,99,8,87,86,Corning never made these hunks of silicon.,גרוטאות הסיליקון האלה אינן מתוצרת עמק הסיליקון.,צריך לתרגם - לא מבין את ההקשר
804,3,2,0,1,99,37,177,3,You hear a stony silence.,הדממה כבדה כאבן.,
804,3,4,0,1,99,70,252,139,That rock's too big to budge.,הסלע הזה כבד מכדי שתזיז אותו.,
804,3,16,0,1,99,226,36,42,That's not a whetstone.,זה לא אבן משחזת.,
804,4,0,5,1,99,70,250,196,Why waste that on a tree?,למה לבזבז את זה על עץ?,
804,4,1,6,1,99,240,246,6,"Maple.  Fortunately for it, you're not a sapsucker (regardless of your tummy color). ","אדר. למזלו, אתה לא נקר אדום חזה (בלי קשר לצבע הכרס שלך).",
804,4,1,7,1,99,211,231,131,Elmer Gantree.,בן-עץ תבורי.,
804,4,1,8,1,99,0,139,198,Ash.  Christmas.  Or maybe scrub oak.  Do you really care what kind of tree this is?,מילה. חג המולד. או אולי נובי גוד. באמת אכפת לך איזה סוג עץ זה?,
804,4,1,9,1,99,94,95,139,Redwood.,סקויה.,
804,4,1,10,1,99,139,236,128,Gazebo on the hoof.,בית קיץ על פרסה.,
804,4,1,11,1,99,94,4,136,Larch.,לגש.,
804,4,1,12,1,99,255,183,50,Ponderosa Pine.,אורן מפותל.,
804,4,1,13,1,99,194,2,0,Spruce.,אשוחית.,
804,4,1,14,1,99,177,3,211,"Careful!  If it floats, it could be a witch. ","זהירות! אם זה צף, זו עלולה להיות מכשפה.",
804,4,1,15,1,99,78,4,128,Scotch pine.,אורן יערות.,
804,4,1,16,1,99,93,194,4,George Bush.,רב שיח.,
804,4,1,17,1,99,87,86,139,Fir.,אשוח.,
804,4,1,19,1,99,70,254,128,It's a logic tree.,עצה הגיונית.,
804,4,1,20,1,99,148,0,254,Refugees from Beirut (Cedars of Lebanon).,פליטים מביירות (ארזי הלבנון).,
804,4,1,21,1,99,60,88,117,Buddha-free bodhi tree.,עץ קפה נטול קפאין.,
804,4,1,22,1,99,28,138,71,Tree House.,בית על העץ.,
804,4,1,23,1,99,246,135,17,Shoe tree.,עץ נעליים.,
804,4,1,24,1,99,139,28,138,Family tree.,אילן יוחסין.,
804,4,1,25,1,99,216,246,135,"Congratulations!  You have found the world famous money tree!  In but forty-seven years it will be ripe for harvest and you will be wealthy beyond your wildest dreams, unless changes in the tax code make it prohibitively expensive to harvest it.  On second thought, better leave it alone, while you still have the shirt on your back.","מזל טוב! מצאת את עץ הכסף המפורסם! בעוד ארבעים ושבע שנים בלבד הוא יבשיל ואתה תהיה עשיר מעבר לכל חלומותיך הפרועים. אלא אם כן שינויים בגובה המס יהפכו את הקטיף ליקר בצורה מחרידה. במחשבה שניה, אולי כדאי שתניח לעץ הכסף, כל עוד יש לך חולצה ללבוש.",
804,4,1,26,1,99,252,131,126,Birnam Wood (not yet marching).,עץ בירנם (עוד לא התחיל לצעוד).,
804,4,1,27,1,99,198,67,248,Norwegian wood.,עץ נורווגי.,
804,4,1,28,1,99,70,252,80,The undiscovered countree.,הארעץ הלא נודעת.,
804,4,1,29,1,99,80,14,232,Woodrow Wilson.,יועץ סתרים.,
804,4,1,30,1,99,70,252,136,Are those a lumberjack's discarded unmentionables in that tree?,האם זאת הלבשה תחתונה של חוטב עצים זרוקה בעץ ההוא?,
804,4,1,31,1,99,80,232,51,The Treety of Versailles.,עצכם וורסאי.,
804,4,1,32,1,99,138,70,254,Daventree.,מועצה אזורית.,
804,4,1,33,1,99,84,0,116,Not a mallorn.,לא עץ זהוב.,
804,4,2,0,1,99,116,0,116,"I talk to the trees, but they don't listen to me. ","אני מדבר אל העצים, אבל הם לא מקשיבים לי.",
804,4,4,0,1,99,138,70,254,"No, that's not a palm tree.  ","לא, זה אינו עץ ה-גע-ת.",
804,4,12,0,1,99,198,70,254,"That's a sword, not an axe, fellow. ","זוהי חרב, לא גרזן, בחורצ'יק.",
804,4,16,0,1,99,93,195,85,The trees don't appreciate being used for target practice.,העצים לא אוהבים שמשתמשים בהם כמטרות אימונים.,
804,4,32,0,1,99,139,94,8,"No, that's not a fruit tree. ","לא, זה לא עץ פרי.",
81,1,1,0,1,99,109,98,101,The hollow log looks somberly back with it's single giant eye and you know at once that nothing is to be gained by investigating this gaunt relic of a more vertical past.,"הגזע החלול משיב לך מבט נוגה בעינו הענקית האחת, ומיד מחלחלת בך ההבנה כי לא תשיג דבר מלחקור שריד עתיק זה מעידן שהיה ואיננו.",
81,2,1,0,1,99,101,32,84,"Besides that huge hollow log, there's nothing particularly special about this part of the forest (unless you count the sound of rushing water to the east). ","מלבד הגזע החלול הענקי, אין שום דבר מיוחד במינו באזור זה של היער (אלא אם כן אתה מחשיב את המים הגועשים בשצף קצף בצד מזרח).",
811,1,81,0,1,99,0,0,0,The spell refuses to fire.,הלחש מסרב לפתוח באש.,
811,1,17,2,1,99,0,0,0,"The door is securely barred from the inside, but you do get some practice.","הדלת נעולה היטב מבפנים, אבל לפחות צברת ניסיון.",
811,1,17,6,1,99,0,0,0,There are no doors within reach.,אין שום דלתות בהישג יד.,
811,1,17,4,1,99,0,0,0,You don't know how to pick locks.,אין לך מושג איך פורצים מנעולים.,
811,1,17,7,1,99,0,0,0,In broad daylight?  You've got to be kidding!  You'd be arrested for certain.,לאור יום? אתה צוחק עלי! יעצרו אותך בוודאות.,
811,1,20,0,1,99,0,0,0,"Despite your intentions, you feel a calmness and a sense of peace descend upon you as you even consider thoughts of violence.","למרות כוונותיך, אתה מרגיש כי ננסכים בך רוגע ותחושת שלווה כשאתה רק שוקל לחשוב על אלימות.",
811,1,52,0,1,99,0,0,0,You really can't sleep here.,באמת שאי אפשר לישון כאן.,
811,1,52,5,1,99,0,0,0,This doesn't look like a good place to curl up.,זה לא נראה כמו מקום טוב להתכרבל בו.,
811,1,52,7,1,99,0,0,0,You're too awake to sleep now.,אתה יותר מדי עירני כרגע בשביל ללכת לישון.,
811,1,52,8,1,99,0,0,0,You curl up on the hard ground and try to get some rest.,אתה מתכרבל על הרצפה הקרה ומנסה לתפוס תנומה קלה.,
814,1,0,0,1,99,105,110,103,Restore,טעינה,
814,1,0,0,2,99,117,115,116,Restart,התחלה מחדש,
814,1,0,0,3,99,116,101,100,Quit,יציאה,
814,1,0,0,4,99,111,109,101,You can't do that now.,אינך יכול לעשות זאת עכשיו.,
814,1,0,0,5,99,46,0,0,You have already done that.,כבר עשית את זה.,
814,1,0,0,6,99,3,233,0,You can't do that now.,אינך יכול לעשות זאת עכשיו.,
814,1,0,0,7,99,118,83,24,You don't have any.,אין לך את זה.,
814,1,0,0,8,99,0,0,0,You are getting tired.,אתה מתחיל להתעייף.,
814,1,0,0,9,99,24,4,0,You are exhausted from lack of sleep.,אתה גמור מחוסר שינה.,
814,1,0,0,10,99,23,96,24,You are so exhausted that everything you do hurts.  Better get some rest.,אתה כל כך מותש שכל מה שאתה עושה מכאיב לך. כדאי שתלך לנוח.,
814,1,0,0,11,99,4,0,94,You don't have enough Magic Points to cast that spell.,אין לך מספיק נקודות קסם כדי להטיל כישוף זה.,
814,1,0,0,12,99,184,1,0,You just ate your last ration; you'd better get some more food soon.,הרגע אכלת את מנת המזון האחרונה שלך. כדאי שתשיג מעט אוכל במהרה.,
814,1,0,0,13,99,0,89,24,You're starving.  Better find some food *soon*!,אתה גווע מרעב. השג אוכל בדחיפות!,אולי השג במקום תשיג
814,1,0,0,14,99,111,110,32,You're really getting hungry.,תחושת רעב אמיתי מתעוררת בך.,
